id,Faith,Same Kill,Same Marry,year,Affinity Decay,Same Leave Alone,Other Kill,Hate Growth,Peace Loving,Other Convert,Fight Ability,Other Marry,Other Leave Alone,
0,0.960910016625,0.0191954488312,0.321361903487,1550.0,0.762077762656,0.781841660467,0.612391191464,0.429843681476,0.874474185974,0.410485531614,0.602412831852,0.738478723469,0.711993520643,
1,0.744638434488,0.0262200688066,0.82268357926,200.0,0.677158971957,0.0934451837893,0.540810513483,0.140251430401,0.595021515324,0.760452029663,0.914104029831,0.994419828092,0.0783160913079,
2,0.9864820974,0.0648323489996,0.541732396462,400.0,0.661741572658,0.184573149412,0.690343852842,0.101122518287,0.189430672242,0.69153296215,0.52448558318,0.915249382634,0.280697584105,
3,0.390576965987,0.163121501367,0.814725113176,950.0,0.462439213168,0.188163103915,0.864921732629,0.948968401449,0.630324486752,0.0770484863938,0.858414090425,0.43980292787,0.378317030537,
4,0.92602482773,0.0855522517925,0.42315251516,1450.0,0.698526115943,0.109252557219,0.404879560085,0.896038343602,0.698081804009,0.0264175728743,0.496624629797,0.943708874942,0.0389583809745,
5,0.699982165139,0.0651310543185,0.563540305455,2200.0,0.658093777153,0.196553173546,0.47182137225,0.29179174467,0.925895433749,0.43163344919,0.952322682397,0.560978354917,0.246200183327,
6,0.712750439993,0.120729955629,0.680829830787,100.0,0.781772226517,0.266522596423,0.382490878487,0.875186905703,0.828337507677,0.920113416306,0.885420051544,0.935397059328,0.510440226307,
7,0.884133576019,0.191324390267,0.853509168561,2850.0,0.440129385709,0.202704625743,0.630478588999,0.688681672701,0.618187023847,0.168466119051,0.900192463059,0.883299841772,0.338433620106,
8,0.75434645815,0.0102731098308,0.750806660373,600.0,0.213897320783,0.204400094593,0.15008276655,0.0530471236318,0.86565427285,0.597695690463,0.424539291502,0.766003484504,0.16545082838,
9,0.654357730969,0.0824963117917,0.712540884657,2150.0,0.584382214506,0.404495926275,0.73118550138,0.0803567161946,0.632295652488,0.610098658332,0.86500034694,0.292322820729,0.696020123425,
10,0.613798308592,0.305252759394,0.680169204436,3650.0,0.159869596293,0.304503245419,0.185165996252,0.0283562561744,0.341756335088,0.558707035372,0.744434004176,0.358337649829,0.921945250747,
11,0.438331018266,0.197506078487,0.964142389564,100.0,0.897911846741,0.57571899732,0.861020072532,0.809463197174,0.448678552207,0.582013946327,0.417864678544,0.417212187964,0.494148987009,
12,0.957053208864,0.230249698697,0.974747680357,1100.0,0.873683099608,0.558319569331,0.0743336473613,0.625877105235,0.0649993048959,0.717404467398,0.500144728132,0.145552339801,0.17406760305,
13,0.0259317178458,0.159011718105,0.870888887112,5850.0,0.274501480102,0.410477493339,0.934181610799,0.0665947585795,0.274714899737,0.735618420952,0.784262659419,0.510192685315,0.585979734657,
14,0.797116507312,0.275748663923,0.673692724865,1450.0,0.724840005066,0.0423388409574,0.131718515132,0.566338382159,0.209977435517,0.738292753539,0.923825078854,0.181237242782,0.261161271559,
15,0.71211432499,0.109921237137,0.834441893762,3000.0,0.550826097478,0.342978819238,0.322686621382,0.643369754998,0.313488932277,0.780862347366,0.940964357097,0.584625762951,0.0219012333864,
16,0.78190752138,0.384380769124,0.915967384427,2600.0,0.0868475341541,0.139604512953,0.642221982508,0.60974674243,0.708144549652,0.333203516257,0.798999818211,0.478279685793,0.455895439062,
17,0.381188013546,0.341029928668,0.897754029958,100.0,0.853178866978,0.276852353372,0.844942070946,0.473829316843,0.926478924901,0.904479674057,0.421828682173,0.151421875791,0.761440252695,
18,0.990734159508,0.0702482282839,0.710277133229,850.0,0.89161318662,0.402191074282,0.160476265018,0.761339234434,0.273428979614,0.566956564747,0.0851808062416,0.58094149359,0.449276678713,
19,0.868293027401,0.00180325474548,0.521250397742,750.0,0.228906882937,0.347007466933,0.376749899324,0.708646449008,0.258514248525,0.625819744672,0.876252094018,0.538748825818,0.96315145056,
20,0.960052649914,0.344922452838,0.818244670219,1000.0,0.582563758004,0.517273641646,0.114404667498,0.00632948026709,0.549406218582,0.0462566182671,0.830425282503,0.860750548276,0.332429538547,
21,0.966999818333,0.102162265548,0.657990813503,650.0,0.34027826091,0.996363549689,0.45114264947,0.426707972778,0.805005129278,0.924197004796,0.833576927796,0.773102817157,0.40563395312,
22,0.302766931575,0.191358466054,0.870867320785,1000.0,0.669567867945,0.0427128830272,0.0393964217591,0.815196072217,0.949415595506,0.343076771816,0.797468586207,0.881328657926,0.788136116138,
23,0.979172808363,0.0458292041257,0.65953114515,500.0,0.938113000631,0.41208169459,0.0839336612682,0.186989929669,0.947130699494,0.675184810995,0.708468663072,0.588963404613,0.821856262139,
24,0.39825216197,0.259189720288,0.751096876403,3250.0,0.228362291306,0.687450357853,0.252630913106,0.0778894126266,0.771513133588,0.133918315393,0.874397629339,0.902999590653,0.339261999311,
25,0.642563526023,0.233637079578,0.960977272671,1250.0,0.786563408971,0.557965888881,0.375346357435,0.783802234622,0.505586570476,0.513428342553,0.84078011994,0.756361650384,0.867591050803,
26,0.932713855696,0.450107236732,0.86000398433,900.0,0.600105886061,0.649190625649,0.570342121755,0.380743259408,0.22021896742,0.936876957912,0.918178003437,0.0944873552392,0.789213879339,
27,0.974520674039,0.193252224375,0.577828258758,1300.0,0.764096104569,0.290542830727,0.030116943724,0.858267365984,0.960068936379,0.0852791232622,0.233797476447,0.576301584168,0.897056718456,
28,0.667681394097,0.0707410975122,0.598045386773,1900.0,0.210991290743,0.449090749016,0.679192915886,0.941343233941,0.672765282844,0.361295314645,0.91338087727,0.0191295450185,0.019854483434,
29,0.77054672846,0.0170803295101,0.930653077204,200.0,0.588799131181,0.0802455259729,0.0193062592652,0.998343763485,0.59961251082,0.614166888874,0.260392761053,0.83586180775,0.12376893118,
30,0.921411352891,0.2379457557,0.84499448405,6400.0,0.69954437796,0.42328439224,0.582854344201,0.715792689296,0.59747435098,0.630136573694,0.691355980497,0.85352741411,0.369829573189,
31,0.999112781876,0.0308544608925,0.654573319602,1300.0,0.618988530857,0.60513025251,0.150801278318,0.666908301772,0.0497265141702,0.618481587995,0.99533089846,0.199555692198,0.475342921425,
32,0.97443827079,0.228777441513,0.871368687787,300.0,0.566141755675,0.403612114843,0.560234439759,0.532110768454,0.72635940323,0.240866515819,0.930842815086,0.939195099335,0.813450490655,
33,0.370198990504,0.263116719543,0.754235011052,100.0,0.607898223842,0.714413109649,0.870125441124,0.295671812716,0.0931704582174,0.190833537004,0.472060862387,0.397240955607,0.14409371124,
34,0.909182903194,0.241030089528,0.901652503961,1750.0,0.942202253186,0.830051514183,0.680581522795,0.18520437624,0.901379338372,0.341487743523,0.57673729239,0.436724159437,0.929785783907,
35,0.166639059427,0.178384279924,0.993550683383,750.0,0.567837759661,0.10220355288,0.70098527637,0.856750550826,0.115823741875,0.68414169435,0.730123298976,0.771504479912,0.7978011605,
36,0.675226536251,0.00252069481735,0.428100394129,3650.0,0.888787279612,0.312750200859,0.608482462767,0.556415041231,0.109159566046,0.80000548456,0.992679727773,0.127181859991,0.517549902936,
